datetime,reference_datetime,site_id,family,parameter,variable,predicted,model_id
2021-10-11,2021-09-27,TALL,ensemble,2,amblyomma_americanum,52.5355888901817,full_prophet
2021-10-18,2021-09-27,TALL,ensemble,2,amblyomma_americanum,51.21291819686823,full_prophet
2021-10-25,2021-09-27,TALL,ensemble,2,amblyomma_americanum,45.82805577521052,full_prophet
2021-11-01,2021-09-27,TALL,ensemble,2,amblyomma_americanum,55.1197049563196,full_prophet
2021-09-27,2021-09-27,UKFS,ensemble,2,amblyomma_americanum,100.93622551432985,full_prophet
2021-10-04,2021-09-27,UKFS,ensemble,2,amblyomma_americanum,94.99839251308184,full_prophet
2021-10-11,2021-09-27,UKFS,ensemble,2,amblyomma_americanum,70.73357325324234,full_prophet
2021-10-18,2021-09-27,UKFS,ensemble,2,amblyomma_americanum,71.46972016055832,full_prophet
2021-10-25,2021-09-27,UKFS,ensemble,2,amblyomma_americanum,63.046172333132866,full_prophet
2021-11-01,2021-09-27,UKFS,ensemble,2,amblyomma_americanum,87.11730577943374,full_prophet
2021-09-27,2021-09-27,BLAN,ensemble,3,amblyomma_americanum,9.723811891126083,full_prophet
2021-10-04,2021-09-27,BLAN,ensemble,3,amblyomma_americanum,9.428416995038301,full_prophet
2021-10-11,2021-09-27,BLAN,ensemble,3,amblyomma_americanum,9.846058866027253,full_prophet
2021-10-18,2021-09-27,BLAN,ensemble,3,amblyomma_americanum,8.762924536044254,full_prophet
2021-10-25,2021-09-27,BLAN,ensemble,3,amblyomma_americanum,9.19682541256262,full_prophet
2021-11-01,2021-09-27,BLAN,ensemble,3,amblyomma_americanum,9.388455162220719,full_prophet
2021-09-27,2021-09-27,KONZ,ensemble,3,amblyomma_americanum,10.23343417218899,full_prophet
2021-10-04,2021-09-27,KONZ,ensemble,3,amblyomma_americanum,0,full_prophet
2021-10-11,2021-09-27,KONZ,ensemble,3,amblyomma_americanum,1.6194782574768798,full_prophet
2021-10-18,2021-09-27,KONZ,ensemble,3,amblyomma_americanum,0,full_prophet
2021-10-25,2021-09-27,KONZ,ensemble,3,amblyomma_americanum,0,full_prophet
2021-11-01,2021-09-27,KONZ,ensemble,3,amblyomma_americanum,4.721177947314859,full_prophet
2021-09-27,2021-09-27,LENO,ensemble,3,amblyomma_americanum,0,full_prophet
2021-10-04,2021-09-27,LENO,ensemble,3,amblyomma_americanum,0,full_prophet
2021-10-11,2021-09-27,LENO,ensemble,3,amblyomma_americanum,0,full_prophet
2021-10-18,2021-09-27,LENO,ensemble,3,amblyomma_americanum,0,full_prophet
2021-10-25,2021-09-27,LENO,ensemble,3,amblyomma_americanum,2.3242187349231176,full_prophet
2021-11-01,2021-09-27,LENO,ensemble,3,amblyomma_americanum,3.8611112082341275,full_prophet
2021-09-27,2021-09-27,ORNL,ensemble,3,amblyomma_americanum,32.94363229317962,full_prophet
2021-10-04,2021-09-27,ORNL,ensemble,3,amblyomma_americanum,23.985013975210716,full_prophet
2021-10-11,2021-09-27,ORNL,ensemble,3,amblyomma_americanum,29.35179145741124,full_prophet
2021-10-18,2021-09-27,ORNL,ensemble,3,amblyomma_americanum,14.478984011998428,full_prophet
2021-10-25,2021-09-27,ORNL,ensemble,3,amblyomma_americanum,23.51856335401656,full_prophet
2021-11-01,2021-09-27,ORNL,ensemble,3,amblyomma_americanum,36.425430683134756,full_prophet
2021-09-27,2021-09-27,OSBS,ensemble,3,amblyomma_americanum,30.328807500405684,full_prophet
2021-10-04,2021-09-27,OSBS,ensemble,3,amblyomma_americanum,21.646515592097924,full_prophet
2021-10-11,2021-09-27,OSBS,ensemble,3,amblyomma_americanum,29.450139740301616,full_prophet
2021-10-18,2021-09-27,OSBS,ensemble,3,amblyomma_americanum,23.30056172872666,full_prophet
2021-10-25,2021-09-27,OSBS,ensemble,3,amblyomma_americanum,23.42189839511847,full_prophet
2021-11-01,2021-09-27,OSBS,ensemble,3,amblyomma_americanum,13.980603352505609,full_prophet
2021-09-27,2021-09-27,SCBI,ensemble,3,amblyomma_americanum,0,full_prophet
2021-10-04,2021-09-27,SCBI,ensemble,3,amblyomma_americanum,0,full_prophet
2021-10-11,2021-09-27,SCBI,ensemble,3,amblyomma_americanum,0,full_prophet
2021-10-18,2021-09-27,SCBI,ensemble,3,amblyomma_americanum,0,full_prophet
2021-10-25,2021-09-27,SCBI,ensemble,3,amblyomma_americanum,0,full_prophet
2021-11-01,2021-09-27,SCBI,ensemble,3,amblyomma_americanum,0,full_prophet
2021-09-27,2021-09-27,SERC,ensemble,3,amblyomma_americanum,25.660852215216757,full_prophet
2021-10-04,2021-09-27,SERC,ensemble,3,amblyomma_americanum,25.407573829476146,full_prophet
2021-10-11,2021-09-27,SERC,ensemble,3,amblyomma_americanum,27.481330581874165,full_prophet
2021-10-18,2021-09-27,SERC,ensemble,3,amblyomma_americanum,26.688310770510494,full_prophet
2021-10-25,2021-09-27,SERC,ensemble,3,amblyomma_americanum,28.538541941913248,full_prophet
2021-11-01,2021-09-27,SERC,ensemble,3,amblyomma_americanum,23.849121808486075,full_prophet
2021-09-27,2021-09-27,TALL,ensemble,3,amblyomma_americanum,61.43180908834338,full_prophet
2021-10-04,2021-09-27,TALL,ensemble,3,amblyomma_americanum,53.916085832957826,full_prophet
2021-10-11,2021-09-27,TALL,ensemble,3,amblyomma_americanum,53.35674687227116,full_prophet
2021-10-18,2021-09-27,TALL,ensemble,3,amblyomma_americanum,50.481061413513075,full_prophet
2021-10-25,2021-09-27,TALL,ensemble,3,amblyomma_americanum,52.6405696804426,full_prophet
2021-11-01,2021-09-27,TALL,ensemble,3,amblyomma_americanum,56.128405876013765,full_prophet
2021-09-27,2021-09-27,UKFS,ensemble,3,amblyomma_americanum,79.02194116601802,full_prophet
2021-10-04,2021-09-27,UKFS,ensemble,3,amblyomma_americanum,58.08949205715388,full_prophet
2021-10-11,2021-09-27,UKFS,ensemble,3,amblyomma_americanum,82.11301491112417,full_prophet
2021-10-18,2021-09-27,UKFS,ensemble,3,amblyomma_americanum,62.56594421395433,full_prophet
2021-10-25,2021-09-27,UKFS,ensemble,3,amblyomma_americanum,76.70186250043533,full_prophet
2021-11-01,2021-09-27,UKFS,ensemble,3,amblyomma_americanum,86.11561363539164,full_prophet
2021-09-27,2021-09-27,BLAN,ensemble,4,amblyomma_americanum,9.940042420484405,full_prophet
2021-10-04,2021-09-27,BLAN,ensemble,4,amblyomma_americanum,9.241747152084212,full_prophet
2021-10-11,2021-09-27,BLAN,ensemble,4,amblyomma_americanum,9.440139294202044,full_prophet
2021-10-18,2021-09-27,BLAN,ensemble,4,amblyomma_americanum,9.100028839311287,full_prophet
2021-10-25,2021-09-27,BLAN,ensemble,4,amblyomma_americanum,9.167681089838407,full_prophet
2021-11-01,2021-09-27,BLAN,ensemble,4,amblyomma_americanum,10.222530885415596,full_prophet
2021-09-27,2021-09-27,KONZ,ensemble,4,amblyomma_americanum,13.513143107654518,full_prophet
2021-10-04,2021-09-27,KONZ,ensemble,4,amblyomma_americanum,0,full_prophet
2021-10-11,2021-09-27,KONZ,ensemble,4,amblyomma_americanum,0,full_prophet
2021-10-18,2021-09-27,KONZ,ensemble,4,amblyomma_americanum,1.1263325235424608,full_prophet
2021-10-25,2021-09-27,KONZ,ensemble,4,amblyomma_americanum,1.3381580724183972,full_prophet
2021-11-01,2021-09-27,KONZ,ensemble,4,amblyomma_americanum,21.323133628739775,full_prophet
2021-09-27,2021-09-27,LENO,ensemble,4,amblyomma_americanum,0,full_prophet
2021-10-04,2021-09-27,LENO,ensemble,4,amblyomma_americanum,0,full_prophet
2021-10-11,2021-09-27,LENO,ensemble,4,amblyomma_americanum,0,full_prophet
2021-10-18,2021-09-27,LENO,ensemble,4,amblyomma_americanum,0,full_prophet
2021-10-25,2021-09-27,LENO,ensemble,4,amblyomma_americanum,0,full_prophet
2021-11-01,2021-09-27,LENO,ensemble,4,amblyomma_americanum,0.48165193182625454,full_prophet
2021-09-27,2021-09-27,ORNL,ensemble,4,amblyomma_americanum,39.55623853341617,full_prophet
2021-10-04,2021-09-27,ORNL,ensemble,4,amblyomma_americanum,29.813962767094303,full_prophet
2021-10-11,2021-09-27,ORNL,ensemble,4,amblyomma_americanum,13.070665044155986,full_prophet
2021-10-18,2021-09-27,ORNL,ensemble,4,amblyomma_americanum,5.898909705232043,full_prophet
2021-10-25,2021-09-27,ORNL,ensemble,4,amblyomma_americanum,18.014228055601624,full_prophet
2021-11-01,2021-09-27,ORNL,ensemble,4,amblyomma_americanum,12.873993422001165,full_prophet
2021-09-27,2021-09-27,OSBS,ensemble,4,amblyomma_americanum,32.30758369314556,full_prophet
2021-10-04,2021-09-27,OSBS,ensemble,4,amblyomma_americanum,31.968091015628783,full_prophet
2021-10-11,2021-09-27,OSBS,ensemble,4,amblyomma_americanum,27.409875080883566,full_prophet
2021-10-18,2021-09-27,OSBS,ensemble,4,amblyomma_americanum,21.275545686001234,full_prophet
2021-10-25,2021-09-27,OSBS,ensemble,4,amblyomma_americanum,21.254672350552713,full_prophet
2021-11-01,2021-09-27,OSBS,ensemble,4,amblyomma_americanum,25.507172908747098,full_prophet
2021-09-27,2021-09-27,SCBI,ensemble,4,amblyomma_americanum,0,full_prophet
2021-10-04,2021-09-27,SCBI,ensemble,4,amblyomma_americanum,0,full_prophet
2021-10-11,2021-09-27,SCBI,ensemble,4,amblyomma_americanum,0,full_prophet
2021-10-18,2021-09-27,SCBI,ensemble,4,amblyomma_americanum,0,full_prophet
2021-10-25,2021-09-27,SCBI,ensemble,4,amblyomma_americanum,0,full_prophet
2021-11-01,2021-09-27,SCBI,ensemble,4,amblyomma_americanum,0.21825888089715215,full_prophet
2021-09-27,2021-09-27,SERC,ensemble,4,amblyomma_americanum,25.826824836822283,full_prophet
2021-10-04,2021-09-27,SERC,ensemble,4,amblyomma_americanum,26.79873746496842,full_prophet
2021-10-11,2021-09-27,SERC,ensemble,4,amblyomma_americanum,25.755297743054967,full_prophet
2021-10-18,2021-09-27,SERC,ensemble,4,amblyomma_americanum,26.308417377146093,full_prophet
2021-10-25,2021-09-27,SERC,ensemble,4,amblyomma_americanum,29.081658075852477,full_prophet
2021-11-01,2021-09-27,SERC,ensemble,4,amblyomma_americanum,26.44184859809025,full_prophet
2021-09-27,2021-09-27,TALL,ensemble,4,amblyomma_americanum,61.377773982209874,full_prophet
2021-10-04,2021-09-27,TALL,ensemble,4,amblyomma_americanum,54.091775010079346,full_prophet
2021-10-11,2021-09-27,TALL,ensemble,4,amblyomma_americanum,49.037516468141206,full_prophet
2021-10-18,2021-09-27,TALL,ensemble,4,amblyomma_americanum,48.16467413979812,full_prophet
2021-10-25,2021-09-27,TALL,ensemble,4,amblyomma_americanum,53.69230685880873,full_prophet
2021-11-01,2021-09-27,TALL,ensemble,4,amblyomma_americanum,53.291501151819354,full_prophet
2021-09-27,2021-09-27,UKFS,ensemble,4,amblyomma_americanum,91.3243003421921,full_prophet
2021-10-04,2021-09-27,UKFS,ensemble,4,amblyomma_americanum,78.55244067346011,full_prophet
2021-10-11,2021-09-27,UKFS,ensemble,4,amblyomma_americanum,61.01962343413448,full_prophet
2021-10-18,2021-09-27,UKFS,ensemble,4,amblyomma_americanum,76.42662861094104,full_prophet
2021-10-25,2021-09-27,UKFS,ensemble,4,amblyomma_americanum,73.99707932940916,full_prophet
2021-11-01,2021-09-27,UKFS,ensemble,4,amblyomma_americanum,97.8386049021842,full_prophet
2021-09-27,2021-09-27,BLAN,ensemble,5,amblyomma_americanum,10.226785427846279,full_prophet
2021-10-04,2021-09-27,BLAN,ensemble,5,amblyomma_americanum,9.919120990045888,full_prophet
2021-10-11,2021-09-27,BLAN,ensemble,5,amblyomma_americanum,9.327532365390542,full_prophet
2021-10-18,2021-09-27,BLAN,ensemble,5,amblyomma_americanum,9.298494009073478,full_prophet
2021-10-25,2021-09-27,BLAN,ensemble,5,amblyomma_americanum,8.834805129032068,full_prophet
2021-11-01,2021-09-27,BLAN,ensemble,5,amblyomma_americanum,9.145952711088364,full_prophet
2021-09-27,2021-09-27,KONZ,ensemble,5,amblyomma_americanum,12.855773470075768,full_prophet
2021-10-04,2021-09-27,KONZ,ensemble,5,amblyomma_americanum,0,full_prophet
2021-10-11,2021-09-27,KONZ,ensemble,5,amblyomma_americanum,0,full_prophet
2021-10-18,2021-09-27,KONZ,ensemble,5,amblyomma_americanum,0,full_prophet
2021-10-25,2021-09-27,KONZ,ensemble,5,amblyomma_americanum,2.7739447759684435,full_prophet
2021-11-01,2021-09-27,KONZ,ensemble,5,amblyomma_americanum,30.28436138325817,full_prophet
2021-09-27,2021-09-27,LENO,ensemble,5,amblyomma_americanum,0,full_prophet
2021-10-04,2021-09-27,LENO,ensemble,5,amblyomma_americanum,0,full_prophet
2021-10-11,2021-09-27,LENO,ensemble,5,amblyomma_americanum,0,full_prophet
2021-10-18,2021-09-27,LENO,ensemble,5,amblyomma_americanum,0,full_prophet
2021-10-25,2021-09-27,LENO,ensemble,5,amblyomma_americanum,0,full_prophet
2021-11-01,2021-09-27,LENO,ensemble,5,amblyomma_americanum,0.21918275681398922,full_prophet
2021-09-27,2021-09-27,ORNL,ensemble,5,amblyomma_americanum,35.418610499846,full_prophet
2021-10-04,2021-09-27,ORNL,ensemble,5,amblyomma_americanum,46.34520022943492,full_prophet
2021-10-11,2021-09-27,ORNL,ensemble,5,amblyomma_americanum,22.449541948218215,full_prophet
2021-10-18,2021-09-27,ORNL,ensemble,5,amblyomma_americanum,17.143046927269438,full_prophet
2021-10-25,2021-09-27,ORNL,ensemble,5,amblyomma_americanum,19.12199062006492,full_prophet
2021-11-01,2021-09-27,ORNL,ensemble,5,amblyomma_americanum,17.44019669506835,full_prophet
2021-09-27,2021-09-27,OSBS,ensemble,5,amblyomma_americanum,30.001660800056456,full_prophet
2021-10-04,2021-09-27,OSBS,ensemble,5,amblyomma_americanum,21.921423620459592,full_prophet
2021-10-11,2021-09-27,OSBS,ensemble,5,amblyomma_americanum,30.566399803137106,full_prophet
2021-10-18,2021-09-27,OSBS,ensemble,5,amblyomma_americanum,22.770007904220858,full_prophet
2021-10-25,2021-09-27,OSBS,ensemble,5,amblyomma_americanum,21.47863111594358,full_prophet
2021-11-01,2021-09-27,OSBS,ensemble,5,amblyomma_americanum,19.178501400413598,full_prophet
2021-09-27,2021-09-27,SCBI,ensemble,5,amblyomma_americanum,0,full_prophet
2021-10-04,2021-09-27,SCBI,ensemble,5,amblyomma_americanum,0,full_prophet
2021-10-11,2021-09-27,SCBI,ensemble,5,amblyomma_americanum,0,full_prophet
2021-10-18,2021-09-27,SCBI,ensemble,5,amblyomma_americanum,0,full_prophet
2021-10-25,2021-09-27,SCBI,ensemble,5,amblyomma_americanum,0,full_prophet
2021-11-01,2021-09-27,SCBI,ensemble,5,amblyomma_americanum,0,full_prophet
2021-09-27,2021-09-27,SERC,ensemble,5,amblyomma_americanum,26.677865892641503,full_prophet
2021-10-04,2021-09-27,SERC,ensemble,5,amblyomma_americanum,26.022856291544326,full_prophet
2021-10-11,2021-09-27,SERC,ensemble,5,amblyomma_americanum,26.67350460072325,full_prophet
2021-10-18,2021-09-27,SERC,ensemble,5,amblyomma_americanum,26.41895893843441,full_prophet
2021-10-25,2021-09-27,SERC,ensemble,5,amblyomma_americanum,27.38611156345182,full_prophet
2021-11-01,2021-09-27,SERC,ensemble,5,amblyomma_americanum,23.25089903073934,full_prophet
2021-09-27,2021-09-27,TALL,ensemble,5,amblyomma_americanum,62.77293919539135,full_prophet
2021-10-04,2021-09-27,TALL,ensemble,5,amblyomma_americanum,59.7515242131049,full_prophet
2021-10-11,2021-09-27,TALL,ensemble,5,amblyomma_americanum,51.568759286846,full_prophet
2021-10-18,2021-09-27,TALL,ensemble,5,amblyomma_americanum,51.78350760976262,full_prophet
2021-10-25,2021-09-27,TALL,ensemble,5,amblyomma_americanum,50.7565792550054,full_prophet
2021-11-01,2021-09-27,TALL,ensemble,5,amblyomma_americanum,54.03691758417964,full_prophet
2021-09-27,2021-09-27,UKFS,ensemble,5,amblyomma_americanum,87.4218557002731,full_prophet
2021-10-04,2021-09-27,UKFS,ensemble,5,amblyomma_americanum,87.71365171797399,full_prophet
2021-10-11,2021-09-27,UKFS,ensemble,5,amblyomma_americanum,69.65748505945858,full_prophet
2021-10-18,2021-09-27,UKFS,ensemble,5,amblyomma_americanum,71.60362509090282,full_prophet
2021-10-25,2021-09-27,UKFS,ensemble,5,amblyomma_americanum,88.98597503821196,full_prophet
2021-11-01,2021-09-27,UKFS,ensemble,5,amblyomma_americanum,119.18967058012787,full_prophet
2021-09-27,2021-09-27,BLAN,ensemble,6,amblyomma_americanum,9.985695713072175,full_prophet
2021-10-04,2021-09-27,BLAN,ensemble,6,amblyomma_americanum,9.469437961295691,full_prophet
2021-10-11,2021-09-27,BLAN,ensemble,6,amblyomma_americanum,9.07395674315359,full_prophet
2021-10-18,2021-09-27,BLAN,ensemble,6,amblyomma_americanum,8.693888980497773,full_prophet
2021-10-25,2021-09-27,BLAN,ensemble,6,amblyomma_americanum,8.291650002544776,full_prophet
2021-11-01,2021-09-27,BLAN,ensemble,6,amblyomma_americanum,9.207645867344866,full_prophet
2021-09-27,2021-09-27,KONZ,ensemble,6,amblyomma_americanum,13.435003101608425,full_prophet
2021-10-04,2021-09-27,KONZ,ensemble,6,amblyomma_americanum,0,full_prophet
2021-10-11,2021-09-27,KONZ,ensemble,6,amblyomma_americanum,0,full_prophet
2021-10-18,2021-09-27,KONZ,ensemble,6,amblyomma_americanum,0,full_prophet
2021-10-25,2021-09-27,KONZ,ensemble,6,amblyomma_americanum,0,full_prophet
2021-11-01,2021-09-27,KONZ,ensemble,6,amblyomma_americanum,32.55712441303333,full_prophet
2021-09-27,2021-09-27,LENO,ensemble,6,amblyomma_americanum,0,full_prophet
2021-10-04,2021-09-27,LENO,ensemble,6,amblyomma_americanum,0.1763043009359375,full_prophet
2021-10-11,2021-09-27,LENO,ensemble,6,amblyomma_americanum,0,full_prophet
2021-10-18,2021-09-27,LENO,ensemble,6,amblyomma_americanum,0,full_prophet
2021-10-25,2021-09-27,LENO,ensemble,6,amblyomma_americanum,0,full_prophet
2021-11-01,2021-09-27,LENO,ensemble,6,amblyomma_americanum,0.26116373558975686,full_prophet
2021-09-27,2021-09-27,ORNL,ensemble,6,amblyomma_americanum,39.84181487425452,full_prophet
